id,image_url,page_url,Title,Actors,Production,Director,Release_date,Genre,Awards,Critic_Score,Runtime
371218,N/A,https://www.imdb.com/title/tt2532018/,Libra X Libra,"Bob Arum, Juan Manuel Marquez, Manny Pacquiao",N/A,Rodrigo Leon,03 Dec 2012,Documentary,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A
371219,N/A,https://www.imdb.com/title/tt2532022/,Gu ben su nu zhen jing,"Wan-Tse Chen, Tien-Yung Hsieh, Mei-Chi Chao, Tsai-Tu Ai",N/A,Hsiang-Yung Mai,09 Sep 1993,"Drama, Romance",N/A,[],N/A
371220,N/A,https://www.imdb.com/title/tt2532028/,La vie devant soi,N/A,N/A,Xavier de Lauzanne,N/A,"Documentary, Adventure",N/A,[],64 min
371221,N/A,https://www.imdb.com/title/tt2532030/,Enfants valises,N/A,N/A,Xavier de Lauzanne,11 Sep 2013,"Documentary, Adventure",N/A,[],86 min
371222,https://m.media-amazon.com/images/M/MV5BMTQ1MTk1NjQ4N15BMl5BanBnXkFtZTgwNzMyNDMzMDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2532100/,Sedae,N/A,N/A,Daniel Smukalla,N/A,Documentary,N/A,[],90 min
371223,https://m.media-amazon.com/images/M/MV5BMTYxMTg3ODQ1NV5BMl5BanBnXkFtZTgwOTA2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2532124/,Your Roommate,"Arie Alexa, Sam Bailer, Harry Boynes, Shelly Christian",N/A,Kenya Cagle,23 Aug 2012,"Comedy, Romance",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",90 min
371224,https://m.media-amazon.com/images/M/MV5BOGI2ODJmNTItNGY3MS00Mzc1LTgxYjMtOTI5Y2U5ZTY2MGRjXkEyXkFqcGdeQXVyNjgwNTk4Mg@@._V1_SX300.jpg,https://www.imdb.com/title/tt2532164/,Qiu lian,"Fei Fei Feng, Hsiu-Shen Liang, Chun-Hsiung Ko, Ying-Chi Chang",N/A,Cheng-Ying Lai,22 Nov 1979,"Drama, Romance",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",97 min
371225,N/A,https://www.imdb.com/title/tt2532196/,Makata at Paraluman,"Carlos Padilla Sr., Rosita Rivera",N/A,Jose Nepomuceno,05 Apr 1933,Drama,N/A,[],N/A
371226,https://m.media-amazon.com/images/M/MV5BMTM5ODgwNzk1NV5BMl5BanBnXkFtZTgwMDAyODEzMTE@._V1_SX300.jpg,https://www.imdb.com/title/tt2532310/,The 78 Project Movie,"Matt Barton, The Bo-Keys, Ella Mae Bowen, Tom Brosseau",N/A,Alex Steyermark,11 Mar 2014,"Documentary, History, Music",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",96 min
371227,N/A,https://www.imdb.com/title/tt2532320/,Gontakure,"Masako Akeboshi, Kôichi Fujiyama, Jun Hamamura, Masumi Harukawa",N/A,Tetsutaro Murano,29 Oct 1966,N/A,N/A,[],N/A
371228,N/A,https://www.imdb.com/title/tt2532454/,Fûsen,"Shirô Amakusa, Michiyo Aratama, Izumi Ashikawa, Keiko Azuma",N/A,Yûzô Kawashima,19 Feb 1956,N/A,N/A,[],1 h 50 min
371229,N/A,https://www.imdb.com/title/tt2532466/,Pipo Power,"Redford White, Janice Jurado, Kristel Romero, Joy Sumilang",N/A,Angel Labra,05 Jun 1986,Comedy,N/A,[],N/A
371230,N/A,https://www.imdb.com/title/tt2532478/,Yume o meshimase,"Yuri Akebono, Emiko Akizuki, Chizuko Ashihara, Shin'ichi Himori",N/A,Yûzô Kawashima,12 Mar 1950,N/A,N/A,[],72 min
371231,N/A,https://www.imdb.com/title/tt2532488/,Idainaru X,"Tôru Abe, Yumeko Aizome, Sugisaku Aoyama, Natsuko Kahara",N/A,Hideo Ôba,07 May 1948,N/A,N/A,[],N/A
371232,https://m.media-amazon.com/images/M/MV5BMTUyOTYwNDUyMV5BMl5BanBnXkFtZTcwNzQwOTU1OQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2532528/,Dirty Wars,"Nasser Al Aulaqi, Saleha Al Aulaqi, Muqbal Al Kazemi, Abdul Rahman Barman",Big Noise Films,Rick Rowley,18 Oct 2013,"Documentary, Crime, Mystery, War",Nominated for 1 Oscar. Another 11 wins & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",87 min
371233,N/A,https://www.imdb.com/title/tt2532554/,Masterblaster,N/A,N/A,Eric Estrada,16 Jun 1986,Crime,N/A,[],N/A
371234,https://m.media-amazon.com/images/M/MV5BNDI2NzMzOWItZTg0My00MTYzLWJhMDctYTIzZTJmYjJjOTRmXkEyXkFqcGdeQXVyMTQwMDcxNzI@._V1_SX300.jpg,https://www.imdb.com/title/tt2532662/,Windows Looking Inward,N/A,N/A,"Mireia Gabilondo, Enara Goikoetxea, Txaber Larreategi, Josu Martinez, Eneko Olasagasti",27 Oct 2012,Documentary,N/A,[],95 min
371235,N/A,https://www.imdb.com/title/tt2532666/,Always in My Heart,"Pops Fernandez, Martin Nievera, Liza Lorena, Chanda Romero",N/A,Danny L. Zialcita,26 Jun 1986,Romance,N/A,[],N/A
371236,N/A,https://www.imdb.com/title/tt2532792/,Kampf gegen das inferno,N/A,N/A,Tilman Jens,26 Jul 2012,Documentary,N/A,[],55 min
371237,https://m.media-amazon.com/images/M/MV5BMTUxNDQxOTc0OV5BMl5BanBnXkFtZTgwNjE1MTYxMzE@._V1_SX300.jpg,https://www.imdb.com/title/tt2532806/,Slow Fade,"James Pendleton, Katherine M. O'Neill, Ted Pendleton, Amie Anstett",Bridgestone Multmedia Group,Ryan Anstett,04 Jun 2013,"Drama, Family",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",90 min
371238,N/A,https://www.imdb.com/title/tt2532814/,Mero Love Story,"Keshab Bhattarai, Dayahang Rai, Richa Sharma, Binaya Shrestha",N/A,Sudarshan Thapa,11 Oct 2011,Romance,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A
371239,https://m.media-amazon.com/images/M/MV5BMjE2NzkxNTE3OV5BMl5BanBnXkFtZTcwMTQ1NjEzOQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2532920/,Golden Circle,"Gabriel Bloodworth, Zahava Bost, Bill Bruce, Mr. Cardoza",N/A,"Brian Mehrens, Elton Rose",N/A,"Action, Adventure, History",N/A,[],99 min
371240,N/A,https://www.imdb.com/title/tt2532994/,Border Stories,N/A,N/A,"John Drew, Ben Fundis, Clara Long",20 Oct 2009,Documentary,N/A,[],97 min
371241,https://m.media-amazon.com/images/M/MV5BMjA2MjEyODgwOF5BMl5BanBnXkFtZTgwODI5ODMzMDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2533024/,Unidentified,"Parry Shen, Colton Dunn, Eddie Mui, Eric Artell",Unidentified Productions,Jason Richard Miller,08 Nov 2013,"Comedy, Horror, Sci-Fi",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}]",90 min
371242,N/A,https://www.imdb.com/title/tt2533052/,Tokusha!! Jû-san-nin no onanii,"Kyôko Hashimoto, Keiko Kaga, Kiyomi Itô, Mayumi Inoue",N/A,Minoru Inao,01 Jan 1990,N/A,N/A,[],55 min
371243,N/A,https://www.imdb.com/title/tt2533060/,Morbid Angel: Tales of the Sick - A Closer Look,"David Vincent, Dieter Szczypinski, Tom Morris, Eric Partlow",N/A,Juan Gonzalez,28 Jul 2009,Documentary,N/A,[],62 min
371244,N/A,https://www.imdb.com/title/tt2533066/,Kimi ni sasageshi inochi nariseba,"Masato Kudô, Yûjirô Toda, Shôzô Sakairi",N/A,Satoru Kobayashi,01 Jan 1990,N/A,N/A,[],60 min
371245,N/A,https://www.imdb.com/title/tt2533120/,El error de Napoleón,N/A,N/A,Niko Roa,02 Mar 2007,Documentary,N/A,[],N/A
371246,N/A,https://www.imdb.com/title/tt2533144/,Zoku hikaru shônen: Rabu rabu,"Kazuyoshi Kumagaya, Masato Kudô, Kaoru Yamashina, Kinichi Kusumi",N/A,Kinya Ogawa,01 Jan 1990,N/A,N/A,[],60 min
371247,https://m.media-amazon.com/images/M/MV5BMjI5MTY5MTE4N15BMl5BanBnXkFtZTcwMTU2ODA4OA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2533166/,California Dreamers,"Jay Segura, Ronnie Hudson, Kurtis Blow, Melle Mel",N/A,Jay Segura,25 Dec 2013,"Animation, Adventure, Comedy",N/A,[],N/A
371248,N/A,https://www.imdb.com/title/tt2533176/,Chikan densha: Gutto oku made,"Mami Ogawa, Mina Hayase, Keiko Minami, Kinichi Kusumi",N/A,Kinya Ogawa,03 Jan 1990,N/A,N/A,[],59 min
371249,N/A,https://www.imdb.com/title/tt2533300/,No Future in War,Greg Stewart,N/A,Greg Stewart,N/A,"Documentary, History, Musical",N/A,[],112 min
371250,https://m.media-amazon.com/images/M/MV5BNzc2NzY5NTU4MF5BMl5BanBnXkFtZTgwMDMwNjY3NjE@._V1_SX300.jpg,https://www.imdb.com/title/tt2533416/,American Bear: An Adventure in the Kindness of Strangers,N/A,N/A,"Gregory Grano, Sarah Sellman",05 Sep 2014,"Documentary, Adventure, Romance",2 wins.,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",93 min
371251,N/A,https://www.imdb.com/title/tt2533418/,Easy Like Water,N/A,N/A,Glenn Baker,N/A,"Documentary, Drama, News",N/A,[],58 min
371252,https://m.media-amazon.com/images/M/MV5BM2YzOWVlN2EtZWVlMy00M2MzLThjMDYtMGU1NTQ2ZjBkYzMyXkEyXkFqcGdeQXVyNjIwMDc1NjU@._V1_SX300.jpg,https://www.imdb.com/title/tt2533492/,Courting a Killer,"Rico Aragon, Mayte Arce, Al Bach, Amy Bander",N/A,Carlos Nunez,N/A,"Horror, Mystery, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",80 min
371253,N/A,https://www.imdb.com/title/tt2533534/,Ørkenens sønner - Varm luft i canal grande,"Henrik Koefoed, Niels Olsen, Ole Ousen, Søren Pilmark",N/A,N/A,29 Oct 2012,"Comedy, Family, Music",N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A
371254,N/A,https://www.imdb.com/title/tt2534046/,Lippizaners,Nivedita Kulkarni,N/A,Tochi Onyebuchi,13 Dec 2012,N/A,N/A,[],N/A
371255,N/A,https://www.imdb.com/title/tt2534136/,Alma de Maiz,"Alejandra Flores, Roberto García, Alfonso Martínez, Bertha Rodríguez",N/A,Ricardo Núñez Román,N/A,"Documentary, Biography, Drama",N/A,[],89 min
371256,https://m.media-amazon.com/images/M/MV5BMTU3MjE4NDM4MV5BMl5BanBnXkFtZTgwMDA5MTc2NDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2534514/,District of Corruption,"Saul Alinsky, Tom Fitton, Vern McKinley, Anita MonCrief",N/A,Stephen K. Bannon,26 Oct 2012,Documentary,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",70 min
371257,N/A,https://www.imdb.com/title/tt2534532/,Sex Before Marriage,"Diane, Fran Spector",N/A,N/A,N/A,Adult,N/A,[],79 min
371258,N/A,https://www.imdb.com/title/tt2534542/,Nobody's Heroes,"Chris Penn, Martin Sheen",N/A,Chris Penn,N/A,"Drama, War",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A
371259,N/A,https://www.imdb.com/title/tt2534592/,Freudian,"Kathy Ferrick, Garrett Lambert, Babs Lewison, Bert Lewison",N/A,N/A,N/A,Adult,N/A,[],80 min
371260,https://m.media-amazon.com/images/M/MV5BMTA2ODEwMjgtYTI2ZC00YzJjLTg4ZjktZGZmZDhiM2JkNWE4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2534634/,The Fencer,"Märt Avandi, Ursula Ratasepp, Hendrik Toompere Sr., Liisa Koppel","Making Movies Oy, Kick Film, Allfilm",Klaus Härö,21 Jul 2017,"Biography, Drama, History, Sport",Nominated for 1 Golden Globe. Another 6 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",99 min
371261,https://m.media-amazon.com/images/M/MV5BN2EyMzA4Y2MtMzcwYS00YmFkLWI1MDUtNTQ3YzYxNzhiOGEwXkEyXkFqcGdeQXVyNjk4MzY1MTk@._V1_SX300.jpg,https://www.imdb.com/title/tt2534642/,Captain Morten and the Spider Queen,"Cian Patrick O'Dowd, Brendan Gleeson, Pauline McLynn, Susie Power",N/A,"Kaspar Jancis, Henry Nicholson, Riho Unt",15 Aug 2018,"Animation, Family",1 win.,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",79 min
371262,https://m.media-amazon.com/images/M/MV5BNGE2YjVhM2QtOTg4ZC00MDczLTkzMTItZTYwNDU0ZjcxYmRmXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2534648/,Love Is Blind,"Ursula Ratasepp, Mait Malmsten, Leila Säälik, Külliki Saldre",N/A,Ilmar Raag,11 Oct 2013,"Drama, Romance",2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",98 min
371263,https://m.media-amazon.com/images/M/MV5BOTgzNWRkY2MtM2I0MS00MjU3LTk3ZGEtZGI4MjM0MzM3ZDY4XkEyXkFqcGdeQXVyNDgxMDU4NTU@._V1_SX300.jpg,https://www.imdb.com/title/tt2534660/,In the Crosswind,"Laura Peterson, Tarmo Song, Mirt Preegel, Ingrid Isotamm",N/A,Martti Helde,28 Mar 2014,"Drama, History",9 wins & 7 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",90 min
371264,N/A,https://www.imdb.com/title/tt2534672/,Mission 1325,"David Dencik, Magnus Krepper, Lisette Pagler, Josephine Bornebusch",N/A,Björn Runge,N/A,War,N/A,[],N/A
371265,https://m.media-amazon.com/images/M/MV5BMTU2MTA2OTYzOF5BMl5BanBnXkFtZTgwMzE2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2534684/,All's Well That Ends Well,"Michael Bertenshaw, Sam Cox, Sam Crane, Naomi Cranston",Screenvision,John Dove,26 Sep 2012,"Comedy, Drama",N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",138 min
371266,N/A,https://www.imdb.com/title/tt2534690/,Les roses noires,N/A,N/A,Hélène Milano,28 Nov 2012,Documentary,N/A,[],74 min
371267,N/A,https://www.imdb.com/title/tt2534732/,Cousin Pauline,Any Mathieu,N/A,John Salvat,N/A,Adult,N/A,[],50 min
371268,N/A,https://www.imdb.com/title/tt2534738/,Remitted Words,Asako Makimura,N/A,Kazumichi Tomizawa,02 Feb 2011,Documentary,N/A,[],50 min
371269,N/A,https://www.imdb.com/title/tt2534750/,Pagsabog ng galit,"Bembol Roco, Nelson Anderson, Lyka Ugarte, Nick Romano",N/A,Tito Sanchez,03 Jul 1986,"Action, Drama",N/A,[],N/A
371270,N/A,https://www.imdb.com/title/tt2535016/,"100 Days in September, Bayang Magiting","Ramon Revilla, Dante Rivero, Eddie Garcia, Dindo Fernando",N/A,Al Guinto Jr.,23 Jul 1986,Drama,N/A,[],N/A
371271,https://m.media-amazon.com/images/M/MV5BMTM2ODE0OTY4M15BMl5BanBnXkFtZTcwMzIyMTMxOQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2535018/,The Desert Fish,"Ayoub Afshar, Iman Afshar, Mohsen Hosseini, Ronak Yoonesi",N/A,Mohammad Ghorbankarimi,05 Mar 2014,Drama,5 wins.,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",84 min
371272,N/A,https://www.imdb.com/title/tt2535032/,Hapdi,"Ernie Garcia, Olivia Ortiz, Gino Antonio, Maureen Mauricio",N/A,Joey Del Rosario,24 Jul 1986,Drama,N/A,[],N/A
371273,N/A,https://www.imdb.com/title/tt2535042/,Boku ga shokei sareru mirai,"Sôta Fukushi, Megumi Seki, Ryô Yoshizawa, Shinji Hiwatashi",N/A,Kazuya Konaka,23 Nov 2012,Mystery,N/A,[],87 min
371274,N/A,https://www.imdb.com/title/tt2535048/,Ai no kaseki,"Ruriko Asaoka, Jiro Tamiya, Etsushi Takahashi, Mayumi Nagisa",N/A,Yoshihiko Okamoto,21 Mar 1970,Romance,N/A,[],99 min
371275,N/A,https://www.imdb.com/title/tt2535064/,Kahit saan ka magtago,"Joy Flores, Dante Rivero, Janice Jurado, Jing Abalos",N/A,Jose T. Santos,24 Jul 1986,"Action, Drama",N/A,[],N/A
371276,N/A,https://www.imdb.com/title/tt2535076/,High Teen,"Kyôko Aoyama, Chinpei Hayashiya, Reiko Hitomi, Zenichi Inagawa",N/A,Kazuo Inoue,26 May 1959,N/A,N/A,[],N/A
371277,https://m.media-amazon.com/images/M/MV5BMjM1MzMwMTU3M15BMl5BanBnXkFtZTcwMjA2NjM4OA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2535084/,The Jogger,"Derek Phillips, Jason Wiles, Cameron Richardson, Steven Walters",N/A,"Jeff Robison, Casey Twenter",05 Oct 2013,Thriller,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",72 min
371278,N/A,https://www.imdb.com/title/tt2535128/,Gakuen-sai no yoru: Amai taiken,"Keiko Torii, Makoto Akatsuka, Yôko Fuji, Emiko Iida",N/A,Hiromichi Horikawa,14 Nov 1970,N/A,N/A,[],N/A
371279,https://m.media-amazon.com/images/M/MV5BMjEzMzE4MDg5Nl5BMl5BanBnXkFtZTgwMDg5OTMzNjE@._V1_SX300.jpg,https://www.imdb.com/title/tt2535162/,Under the Same Sun,"Ali Suliman, Dirar Suleiman, Mahmud Abu-Jazi, Lucy Aharish",N/A,Sameh Zoabi,01 Sep 2013,"Drama, History, War",2 wins.,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",75 min
371280,N/A,https://www.imdb.com/title/tt2535168/,Keirin shônin gyôjyôki,"Eimei Esumi, Toyo Fukuda, Kotoe Hatsui, Hiroshi Hijikata",N/A,Shôgorô Nishimura,13 Oct 1963,N/A,N/A,[],N/A
371281,https://m.media-amazon.com/images/M/MV5BMjE0OTU5MzkwNF5BMl5BanBnXkFtZTcwMTc1MjY5OA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2535348/,Let There Be Zombies,"Sydney Daly, Doug Lowe, Manuel Monsante, Enrique Arellano",N/A,Andrew Patterson,03 Mar 2015,"Adventure, Comedy, Horror",N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]",90 min
371282,N/A,https://www.imdb.com/title/tt2535350/,Honban: Shôgeki no hate,"Shinobu Kawana, Shinobu Kôonji, Minami Mori, Takeshi Hongô",N/A,Yuzuru Ichimura,03 Jan 1990,N/A,N/A,[],60 min
371283,N/A,https://www.imdb.com/title/tt2535372/,Few and Far Between,"Brent Bondy, Jennifer Burma, Stefan Caplat, Mark Fleming",N/A,Mitchell J. Billing,N/A,Drama,N/A,[],N/A
371284,https://m.media-amazon.com/images/M/MV5BYmY0OGZhYTktMjMwMy00NWEwLTkxNjItN2U5NGIzMGE1M2E0XkEyXkFqcGdeQXVyNTg0NDYxMA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2535394/,Medal of Victory,"Richard Riehle, Cliff Chamberlain, Gary Houston, A.M. Lukas","Warehouse District Productions, The Colony Media",Joshua Moise,N/A,"Action, Adventure, Comedy",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}]",89 min
371285,https://m.media-amazon.com/images/M/MV5BNjg0NTgzOTc4MV5BMl5BanBnXkFtZTgwOTI1ODM5NjE@._V1_SX300.jpg,https://www.imdb.com/title/tt2535460/,Black Friday: Dark Dawn,"Drill Instructor Gomez, Drill Instructor Liebfried, Drill Instructor Maranan, Drill Instructor Martinez",N/A,N/A,N/A,"Action, Adventure, Drama",N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",102 min
371286,N/A,https://www.imdb.com/title/tt2535468/,Bôkô to bijo: Sasori,"Yachiyo Azuma, Maki Taniguchi, Masato Kudô",N/A,Satoru Kobayashi,11 Jan 1990,N/A,N/A,[],60 min
371287,https://m.media-amazon.com/images/M/MV5BMTQ3MjExNzM3NF5BMl5BanBnXkFtZTgwNTgxOTU5MzE@._V1_SX300.jpg,https://www.imdb.com/title/tt2535470/,Wyrmwood: Road of the Dead,"Jay Gallagher, Bianca Bradey, Leon Burchill, Keith Agius",Guerilla Film,Kiah Roache-Turner,13 Feb 2015,"Action, Comedy, Horror",1 win & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",98 min
371288,https://m.media-amazon.com/images/M/MV5BNDQ4NjY5MTUxMF5BMl5BanBnXkFtZTgwMTQzMzIwMjE@._V1_SX300.jpg,https://www.imdb.com/title/tt2535488/,The Old Irish WasherWoman,"Gerard McDonald, Brendan Quinn, Melissa Reid, Paul Laverty II",N/A,Carleton Rodgers,15 Aug 2014,"Drama, Family, Fantasy",N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",81 min
371289,N/A,https://www.imdb.com/title/tt2535502/,Eko Eko Azarak: The First Episode of Misa Kuroi,"Mizuho Abe, Luchino Fujisaki, Yoshiichi Kawada, Kenshirou",N/A,Shinichi Koga,02 Sep 2011,Horror,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A
371290,https://m.media-amazon.com/images/M/MV5BNzZhMTZlMzktMTA0Ni00OGE2LWIxMTEtMDJkNjlmZjliZTkwXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,https://www.imdb.com/title/tt2535518/,Horror Mansion: The Blind,"Rina Aizawa, Karin Itô, Jun Kaidou, Atsuko Nakajima",N/A,Ochazukenori,02 Sep 2011,Horror,N/A,[],N/A
371291,N/A,https://www.imdb.com/title/tt2535520/,The onanii club: Joshi daisei-hen,"Yuki Miho, Masato Kudô, Hiromi Saotome",N/A,Sakae Nitta,12 Jan 1990,N/A,N/A,[],62 min
371292,N/A,https://www.imdb.com/title/tt2535546/,Wakazuma maruhi onanii,"Yûko Aida, Ryûji Yamamoto",N/A,Mototsugu Watanabe,12 Jan 1990,N/A,N/A,[],62 min
371293,https://m.media-amazon.com/images/M/MV5BMTEwNTQ2NDA1ODZeQTJeQWpwZ15BbWU3MDk1ODQ3ODg@._V1_SX300.jpg,https://www.imdb.com/title/tt2535548/,The Secret Magdalene,N/A,N/A,Nancy Savoca,N/A,Drama,N/A,[],N/A
371294,N/A,https://www.imdb.com/title/tt2535600/,Jôyoku ni kuruu,"Masaru Hamasaki, Mayumi Himuro, Hiroyuki Sakuma",N/A,Akio Watanabe,20 Jan 1990,N/A,N/A,[],60 min
371295,N/A,https://www.imdb.com/title/tt2535626/,God's Blood,"Ai Aoyama, Yulia Fukatsuki, Satoshi Hino, Kayo Ii",N/A,Tsutomu Koreeda,11 Sep 2010,Thriller,N/A,[],70 min
371296,N/A,https://www.imdb.com/title/tt2535634/,Seiyoku ni mezameru girl,"Kanako Itô, Fuji Miwa, Makoto Sugimoto",N/A,Kosuke Fujiwara,20 Jan 1990,N/A,N/A,[],62 min
371297,N/A,https://www.imdb.com/title/tt2535642/,Senketsunomokushiroku,"Ai Aoyama, Yulia Fukatsuki, Satoshi Hino, Shinzo Hotta",N/A,Tsutomu Koreeda,19 Nov 2010,Mystery,N/A,[],90 min
371298,N/A,https://www.imdb.com/title/tt2535644/,Hayat merdiveni,"Kibariye, Tugay Toksöz, Hikmet Tasdelen",N/A,Yilmaz Atadeniz,N/A,Drama,N/A,[],92 min
371299,N/A,https://www.imdb.com/title/tt2535654/,Flag: Issenman no kufura no kiroku,N/A,N/A,"Ryôsuke Takahashi, Kazuo Terada",N/A,Animation,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",102 min
371300,N/A,https://www.imdb.com/title/tt2535750/,Le grand saut,N/A,N/A,Virginie Kahn,09 Dec 2012,Documentary,N/A,[],52 min
371301,N/A,https://www.imdb.com/title/tt2535818/,A Porta Larga,N/A,N/A,Aleandro Tubaldi,N/A,"Documentary, Crime",N/A,[],79 min
371302,N/A,https://www.imdb.com/title/tt2535876/,If Only Cats Could Talk,"Jack Tyler, Signe Veje",N/A,Signe Veje,22 May 2014,"Documentary, Drama, Family",N/A,[],52 min
371303,https://m.media-amazon.com/images/M/MV5BZTI0Mjc1YmItNzQ2Zi00NDE2LTgzZTQtNWUyYjRlNGIyNjc4XkEyXkFqcGdeQXVyMzcwNTI2MzU@._V1_SX300.jpg,https://www.imdb.com/title/tt2535890/,YtF,"Lamar Callahan, Robert Connolly, Jason Cross, David. J. Curtis",N/A,Domingo Guyton,19 Oct 2012,Drama,N/A,[],46 min
371304,https://m.media-amazon.com/images/M/MV5BOTMwNTU0MGMtYzk3My00YTA2LTgzMTYtYmRhYWRiYjk1ZjNhXkEyXkFqcGdeQXVyNDc5MzE4NjQ@._V1_SX300.jpg,https://www.imdb.com/title/tt2535894/,Seven Something,"Suquan Bulakool, Sirin Horwang, Jirayu La-ongmanee, Nichkhun",N/A,"Jira Maligool, Paween Purikitpanya, Adisorn Trisirikasem",26 Jul 2012,"Drama, Romance",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",147 min
371305,N/A,https://www.imdb.com/title/tt2535920/,Damage,"Kalu Ikeagwu, Uche Jombo",N/A,Moses Inwang,11 Nov 2012,Drama,N/A,[],N/A
371306,https://m.media-amazon.com/images/M/MV5BMjE0NjMzODM5MV5BMl5BanBnXkFtZTcwNzY1NjM4OA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2535950/,Riot,"Christian Pinard, Justin Tessier, Amanda Marshall, Michelle Segal",N/A,Kyle Mosonyi,01 Nov 2012,"Drama, Family, Thriller",N/A,[],83 min
371307,https://m.media-amazon.com/images/M/MV5BMjEwMTQ0NzYxNl5BMl5BanBnXkFtZTgwNzUwNDE3MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2536006/,Crave,"Shannon Brown, Danielle Christine Miller, Katie Marie Bailey, Sam Raysby",N/A,Monaliza Viktoriya Stesina,N/A,"Action, Drama",N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",92 min
371308,https://m.media-amazon.com/images/M/MV5BMTk2MjMzODY2NV5BMl5BanBnXkFtZTgwOTg1NDg5MjE@._V1_SX300.jpg,https://www.imdb.com/title/tt2536016/,Beyond the Deep,"Christian Pinard, Tanya Bevan, Kyle Mosonyi, Marie Jeannette",N/A,Kyle Mosonyi,N/A,"Drama, Romance, Sci-Fi",N/A,[],85 min
371309,N/A,https://www.imdb.com/title/tt2536064/,Obscured Histories and Silent Longings of Daguluan's Children,"Jelieta Mariveles-Ruca, June Sanchez, Reymark Bendisula, Roy Cabonilas",N/A,Gutierrez Mangansakan II,04 Dec 2012,Drama,2 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A
